X	Predicted.sequence.orientation	Kingdom	Kingdom.certainty	Phylum	Phylum.certainty	Class	Class.certainty	Order	Order.certainty	Family	Family.certainty	Genus	Genus.certainty	Species	Species.certainty
ASV_11242	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	89%
ASV_11243	-	Fungi	100%	Ascomycota	100%	Pezizomycetes	100%	Pezizales	100%	Ascobolaceae	100%	Ascobolus	100%	Ascobolus_sp|SH226965.06FU	100%
ASV_11244	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	92%
ASV_11245	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	91%
ASV_11246	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	91%
ASV_11247	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	89%
ASV_11248	-	Fungi	100%	Ascomycota	84%	Sordariomycetes	60%	Sordariales	54%	Chaetomiaceae	13%	Trichocladium	13%	Trichocladium_asperum|SH234966.06FU	13%
ASV_11249	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	91%
ASV_11250	+	Fungi	100%	Ascomycota	51%	Saccharomycetes	23%	Saccharomycetales	23%	Saccharomycetaceae	21%	Naumovozyma	19%	Naumovozyma_sp_QMW_2012|SH236489.06FU	19%
ASV_11251	+	Fungi	100%	Ascomycota	97%	Incertae_sedis_14	70%	Incertae_sedis_15	70%	Incertae_sedis_16	70%	Retroconis	70%	Retroconis_fusiformis|SH234970.06FU	70%
ASV_11252	-	Fungi	100%	Ascomycota	100%	Ascomycota_unidentified	64%	Ascomycota_unidentified_1	64%	Ascomycota_unidentified_1	64%	Ascomycota_unidentified_1_1	64%	Ascomycota_sp|SH221644.06FU	64%
ASV_11253	+	Fungi	100%	Fungi_unidentified	96%	Fungi_unidentified_1	96%	Fungi_unidentified_1	96%	Fungi_unidentified_1_1	96%	Fungi_unidentified_1_1	96%	Fungi_sp|SH195711.06FU	66%
ASV_11254	+	Fungi	100%	Ascomycota	93%	Sordariomycetes	60%	Sordariales	47%	Lasiosphaeriaceae	46%	Lasiosphaeriaceae_unidentified	39%	Lasiosphaeriaceae_sp|SH222045.06FU	39%
ASV_11255	-	Fungi	100%	Chytridiomycota	39%	Chytridiomycota_unidentified	19%	Chytridiomycota_unidentified_1	19%	Chytridiomycota_unidentified_1	19%	Chytridiomycota_unidentified_1_1	19%	Chytridiomycota_sp|SH233268.06FU	15%
ASV_11256	-	Fungi	100%	Ascomycota	91%	Sordariomycetes	89%	Hypocreales	89%	Nectriaceae	88%	Nectriaceae_unidentified	88%	Nectriaceae_sp|SH217404.06FU	88%
ASV_11257	+	Fungi	100%	Ascomycota	74%	Dothideomycetes	26%	Pleosporales	24%	Pleosporales_unidentified	2%	Pleosporales_unidentified_1	2%	Pleosporales_sp|SH240081.06FU	2%
ASV_11258	-	Fungi	100%	Ascomycota	41%	Schizosaccharomycetes	14%	Schizosaccharomycetales	14%	Schizosaccharomycetaceae	14%	Schizosaccharomyces	14%	Schizosaccharomyces_cryophilus|SH239688.06FU	14%
ASV_11259	+	Fungi	100%	Ascomycota	100%	Pezizomycetes	100%	Pezizales	100%	Pezizaceae	100%	Peziza	100%	Peziza_buxea|SH189955.06FU	100%
ASV_11260	-	Fungi	100%	Ascomycota	100%	Pezizomycetes	100%	Pezizales	100%	Pezizaceae	100%	Peziza	100%	Peziza_buxea|SH189955.06FU	100%
ASV_11261	+	Fungi	100%	Ascomycota	100%	Sordariomycetes	97%	Hypocreales	96%	Nectriaceae	90%	Cylindrocarpon	84%	Cylindrocarpon_sp|SH232149.06FU	51%
ASV_11262	-	Fungi	100%	Ascomycota	100%	Pezizomycetes	100%	Pezizales	100%	Pezizaceae	100%	Peziza	100%	Peziza_buxea|SH189955.06FU	100%
ASV_11263	+	Fungi	100%	Zygomycota	80%	Incertae_sedis_10	80%	Mortierellales	80%	Mortierellaceae	80%	Mortierella	80%	Mortierella_sp|SH214851.06FU	65%
ASV_11264	-	Fungi	100%	Ascomycota	100%	Pezizomycetes	100%	Pezizales	100%	Pezizaceae	100%	Peziza	100%	Peziza_buxea|SH189955.06FU	100%
ASV_11265	-	Fungi	100%	Ascomycota	100%	Pezizomycetes	100%	Pezizales	100%	Pezizaceae	100%	Peziza	100%	Peziza_buxea|SH189955.06FU	100%
ASV_11266	-	Fungi	100%	Basidiomycota	99%	Tremellomycetes	99%	Cystofilobasidiales	98%	Cystofilobasidiales_unidentified	39%	Cystofilobasidiales_unidentified_1	39%	Cystofilobasidiales_sp|SH213827.06FU	19%
ASV_11267	-	Fungi	100%	Ascomycota	100%	Pezizomycetes	100%	Pezizales	100%	Pezizaceae	100%	Peziza	100%	Peziza_buxea|SH189955.06FU	100%
ASV_11268	-	Fungi	100%	Ascomycota	97%	Sordariomycetes	94%	Sordariomycetes_unidentified	86%	Sordariomycetes_unidentified_1	86%	Sordariomycetes_unidentified_1	86%	Sordariomycetes_sp|SH233630.06FU	86%
ASV_11269	-	Fungi	100%	Zygomycota	63%	Incertae_sedis_10	63%	Mortierellales	63%	Mortierellaceae	63%	Mortierella	63%	Mortierella_sp|SH214852.06FU	42%
ASV_11270	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Agaricales_unidentified	72%	Agaricales_unidentified_1	72%	Agaricales_sp|SH201474.06FU	72%
ASV_11271	-	Fungi	100%	Ascomycota	100%	Ascomycota_unidentified	99%	Ascomycota_unidentified_1	99%	Ascomycota_unidentified_1	99%	Ascomycota_unidentified_1_1	99%	Ascomycota_sp|SH210650.06FU	99%
ASV_11272	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Agaricales_unidentified	78%	Agaricales_unidentified_1	78%	Agaricales_sp|SH201474.06FU	78%
ASV_11273	+	Fungi	100%	Zygomycota	99%	Incertae_sedis_10	99%	Mortierellales	99%	Mortierellaceae	95%	Mortierella	95%	Mortierella_sp|SH228359.06FU	84%
ASV_11274	+	Fungi	100%	Ascomycota	87%	Dothideomycetes	80%	Pleosporales	80%	Incertae_sedis_13	80%	Incertae_sedis_13_unidentified	41%	Pleosporales_sp|SH196612.06FU	41%
ASV_11275	+	Fungi	100%	Ascomycota	93%	Sordariomycetes	92%	Hypocreales	92%	Nectriaceae	91%	Gibberella	82%	Gibberella_baccata|SH219469.06FU	55%
ASV_11276	+	Fungi	100%	Basidiomycota	85%	Agaricomycetes	77%	Agaricomycetes_unidentified	42%	Agaricomycetes_unidentified_1	42%	Agaricomycetes_unidentified_1	42%	Agaricomycetes_sp|SH218253.06FU	41%
ASV_11277	-	Fungi	100%	Basidiomycota	88%	Agaricomycetes	75%	Agaricomycetes_unidentified	34%	Agaricomycetes_unidentified_1	34%	Agaricomycetes_unidentified_1	34%	Agaricomycetes_sp|SH218253.06FU	33%
ASV_11278	-	Fungi	100%	Basidiomycota	81%	Agaricomycetes	75%	Agaricomycetes_unidentified	30%	Agaricomycetes_unidentified_1	30%	Agaricomycetes_unidentified_1	30%	Agaricomycetes_sp|SH218253.06FU	30%
ASV_11279	-	Fungi	100%	Basidiomycota	90%	Microbotryomycetes	68%	Sporidiobolales	68%	Incertae_sedis_25	68%	Sporobolomyces	67%	Sporobolomyces_oryzicola|SH215231.06FU	67%
ASV_11280	+	Fungi	100%	Basidiomycota	25%	Microbotryomycetes	9%	Sporidiobolales	8%	Incertae_sedis_25	8%	Rhodotorula	8%	Rhodotorula_lamellibrachiae|SH227552.06FU	8%
ASV_11281	-	Fungi	100%	Ascomycota	87%	Eurotiomycetes	67%	Chaetothyriales	66%	Herpotrichiellaceae	66%	Exophiala	51%	Exophiala_equina|SH230206.06FU	17%
ASV_11282	+	Fungi	100%	Chytridiomycota	43%	Chytridiomycota_unidentified	25%	Chytridiomycota_unidentified_1	25%	Chytridiomycota_unidentified_1	25%	Chytridiomycota_unidentified_1_1	25%	Chytridiomycota_sp|SH233268.06FU	24%
ASV_11283	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Typhulaceae	100%	Typhula	100%	Typhula_sp_UW98_G4|SH208568.06FU	100%
ASV_11284	-	Fungi	100%	Ascomycota	100%	Eurotiomycetes	97%	Onygenales	97%	Onygenales_unidentified	97%	Onygenales_unidentified_1	97%	Onygenales_sp|SH214150.06FU	83%
ASV_11285	+	Fungi	100%	Basidiomycota	98%	Agaricomycetes	98%	Agaricales	98%	Typhulaceae	98%	Typhula	98%	Typhula_sp_UW98_G4|SH208568.06FU	98%
ASV_11286	+	Fungi	100%	Ascomycota	98%	Leotiomycetes	73%	Helotiales	73%	Vibrisseaceae	73%	Myxocephala	73%	Myxocephala_albida|SH235575.06FU	73%
ASV_11287	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Typhulaceae	100%	Typhula	100%	Typhula_sp_UW98_G4|SH208568.06FU	100%
ASV_11288	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Typhulaceae	100%	Typhula	100%	Typhula_sp_UW98_G4|SH208568.06FU	100%
ASV_11289	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Typhulaceae	100%	Typhula	100%	Typhula_sp_UW98_G4|SH208568.06FU	100%
ASV_11290	-	Fungi	100%	Basidiomycota	99%	Agaricomycetes	99%	Corticiales	99%	Corticiaceae	99%	Waitea	99%	Rhizoctonia_zeae|SH211230.06FU	99%
ASV_11291	+	Fungi	100%	Basidiomycota	98%	Agaricomycetes	98%	Agaricales	98%	Psathyrellaceae	98%	Coprinellus	98%	Coprinellus_sp|SH199708.06FU	86%
ASV_11292	+	Fungi	100%	Basidiomycota	75%	Agaricomycetes	73%	Agaricomycetes_unidentified	47%	Agaricomycetes_unidentified_1	47%	Agaricomycetes_unidentified_1	47%	Agaricomycetes_sp|SH199701.06FU	47%
ASV_11293	+	Fungi	100%	Fungi_unidentified	62%	Fungi_unidentified_1	62%	Fungi_unidentified_1	62%	Fungi_unidentified_1_1	62%	Fungi_unidentified_1_1	62%	Fungi_sp|SH239097.06FU	44%
ASV_11294	+	Fungi	100%	Basidiomycota	73%	Agaricomycetes	72%	Agaricomycetes_unidentified	45%	Agaricomycetes_unidentified_1	45%	Agaricomycetes_unidentified_1	45%	Agaricomycetes_sp|SH199701.06FU	45%
ASV_11295	-	Fungi	100%	Basidiomycota	86%	Agaricomycetes	85%	Agaricales	84%	Psathyrellaceae	84%	Coprinopsis	83%	Coprinopsis_calospora|SH208471.06FU	73%
ASV_11296	-	Fungi	100%	Basidiomycota	91%	Agaricomycetes	91%	Agaricomycetes_unidentified	57%	Agaricomycetes_unidentified_1	57%	Agaricomycetes_unidentified_1	57%	Agaricomycetes_sp|SH199701.06FU	57%
ASV_11297	-	Fungi	100%	Basidiomycota	87%	Agaricomycetes	87%	Agaricomycetes_unidentified	59%	Agaricomycetes_unidentified_1	59%	Agaricomycetes_unidentified_1	59%	Agaricomycetes_sp|SH199701.06FU	59%
ASV_11298	-	Fungi	100%	Basidiomycota	94%	Agaricomycetes	93%	Agaricomycetes_unidentified	52%	Agaricomycetes_unidentified_1	52%	Agaricomycetes_unidentified_1	52%	Agaricomycetes_sp|SH199701.06FU	52%
ASV_11299	-	Fungi	100%	Basidiomycota	89%	Agaricomycetes	88%	Agaricomycetes_unidentified	55%	Agaricomycetes_unidentified_1	55%	Agaricomycetes_unidentified_1	55%	Agaricomycetes_sp|SH199701.06FU	55%
ASV_11300	-	Fungi	100%	Ascomycota	98%	Dothideomycetes	98%	Pleosporales	98%	Corynesporascaceae	98%	Corynespora	98%	Corynespora_cassiicola|SH223214.06FU	94%
ASV_11301	-	Fungi	100%	Ascomycota	91%	Sordariomycetes	91%	Incertae_sedis_7	48%	Plectosphaerellaceae	48%	Plectosphaerellaceae_unidentified	47%	Plectosphaerellaceae_sp|SH219652.06FU	47%
ASV_11302	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	85%
ASV_11303	+	Fungi	100%	Basidiomycota	81%	Agaricomycetes	59%	Agaricales	45%	Cortinariaceae	15%	Cortinarius	8%	Cortinarius_aff_paragaudis_TN02_273|SH232899.06FU	6%
ASV_11304	+	Fungi	100%	Basidiomycota	56%	Agaricomycetes	52%	Agaricales	31%	Cortinariaceae	27%	Cortinarius	27%	Cortinarius_vulpinus_subsp._pseudovulpinus|SH192095.06FU	13%
ASV_11305	+	Fungi	100%	Zygomycota	82%	Incertae_sedis_10	82%	Mortierellales	82%	Mortierellaceae	81%	Mortierella	81%	Mortierella_sp|SH214851.06FU	67%
ASV_11306	+	Fungi	100%	Basidiomycota	58%	Agaricomycetes	56%	Agaricales	37%	Cortinariaceae	29%	Cortinarius	28%	Cortinarius_vulpinus_subsp._pseudovulpinus|SH192095.06FU	9%
ASV_11307	-	Fungi	100%	Basidiomycota	54%	Agaricomycetes	50%	Agaricales	26%	Cortinariaceae	13%	Cortinarius	11%	Cortinarius_tubarius|SH192031.06FU	2%
ASV_11308	+	Fungi	100%	Ascomycota	31%	Incertae_sedis_14	24%	Incertae_sedis_15	24%	Incertae_sedis_16	24%	Pulchromyces	12%	Pulchromyces_fimicola|SH227367.06FU	12%
ASV_11309	+	Fungi	100%	Basidiomycota	53%	Agaricomycetes	49%	Agaricales	27%	Cortinariaceae	17%	Cortinarius	15%	Cortinarius_vulpinus_subsp._pseudovulpinus|SH192095.06FU	10%
ASV_11310	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Cantharellales	100%	Incertae_sedis_24	100%	Minimedusa	100%	Minimedusa_sp|SH221764.06FU	72%
ASV_11311	+	Fungi	100%	Ascomycota	100%	Sordariomycetes	100%	Incertae_sedis_7	93%	Glomerellaceae	93%	Colletotrichum	76%	Colletotrichum_rusci|SH229550.06FU	36%
ASV_11312	-	Fungi	100%	Ascomycota	66%	Dothideomycetes	34%	Pleosporales	31%	Pleosporales_unidentified	17%	Pleosporales_unidentified_1	17%	Pleosporales_sp|SH240081.06FU	15%
ASV_11313	-	Fungi	100%	Zygomycota	62%	Incertae_sedis_10	62%	Mortierellales	62%	Mortierellaceae	61%	Mortierella	61%	Mortierella_sp|SH214852.06FU	57%
ASV_11314	+	Fungi	100%	Ascomycota	74%	Ascomycota_unidentified	74%	Ascomycota_unidentified_1	74%	Ascomycota_unidentified_1	74%	Ascomycota_unidentified_1_1	74%	Ascomycota_sp|SH213439.06FU	74%
ASV_11315	+	Fungi	100%	Fungi_unidentified	78%	Fungi_unidentified_1	78%	Fungi_unidentified_1	78%	Fungi_unidentified_1_1	78%	Fungi_unidentified_1_1	78%	Fungi_sp|SH211529.06FU	78%
ASV_11316	-	Fungi	100%	Ascomycota	91%	Eurotiomycetes	69%	Chaetothyriales	64%	Herpotrichiellaceae	63%	Exophiala	44%	Exophiala_equina|SH230206.06FU	19%
ASV_11317	-	Fungi	100%	Basidiomycota	82%	Tremellomycetes	77%	Cystofilobasidiales	75%	Cystofilobasidiaceae	75%	Guehomyces	61%	Guehomyces_pullulans|SH215066.06FU	61%
ASV_11318	-	Fungi	100%	Fungi_unidentified	51%	Fungi_unidentified_1	51%	Fungi_unidentified_1	51%	Fungi_unidentified_1_1	51%	Fungi_unidentified_1_1	51%	Fungi_sp|SH196428.06FU	36%
ASV_11319	-	Fungi	100%	Ascomycota	98%	Dothideomycetes	36%	Dothideomycetes_unidentified	36%	Dothideomycetes_unidentified_1	36%	Dothideomycetes_unidentified_1	36%	Dothideomycetes_sp|SH216443.06FU	36%
ASV_11320	-	Fungi	100%	Zygomycota	87%	Incertae_sedis_10	87%	Mortierellales	87%	Mortierellaceae	87%	Mortierella	86%	Mortierella_alpina|SH211072.06FU	18%
ASV_11321	-	Fungi	100%	Fungi_unidentified	54%	Fungi_unidentified_1	54%	Fungi_unidentified_1	54%	Fungi_unidentified_1_1	54%	Fungi_unidentified_1_1	54%	Fungi_sp|SH217408.06FU	44%
ASV_11322	+	Fungi	100%	Zygomycota	58%	Incertae_sedis_10	58%	Mortierellales	58%	Mortierellaceae	58%	Mortierella	58%	Mortierella_sp|SH214852.06FU	50%
ASV_11323	+	Fungi	100%	Ascomycota	99%	Sordariomycetes	99%	Xylariales	95%	Xylariales_unidentified	90%	Xylariales_unidentified_1	90%	Xylariales_sp|SH219144.06FU	43%
ASV_11324	-	Fungi	100%	Basidiomycota	39%	Agaricomycetes	32%	Sebacinales	10%	Sebacinales_unidentified	2%	Sebacinales_unidentified_1	2%	Sebacinales_sp|SH203752.06FU	1%
ASV_11325	+	Fungi	100%	Ascomycota	89%	Eurotiomycetes	58%	Chaetothyriales	55%	Herpotrichiellaceae	54%	Exophiala	37%	Exophiala_equina|SH230206.06FU	14%
ASV_11326	+	Fungi	100%	Ascomycota	100%	Eurotiomycetes	100%	Chaetothyriales	100%	Herpotrichiellaceae	100%	Exophiala	100%	Exophiala_equina|SH230206.06FU	56%
ASV_11327	-	Fungi	100%	Zygomycota	98%	Incertae_sedis_10	98%	Mortierellales	98%	Mortierellaceae	96%	Mortierella	96%	Mortierella_sp|SH228359.06FU	84%
ASV_11328	-	Fungi	100%	Ascomycota	100%	Incertae_sedis_14	97%	Incertae_sedis_15	97%	Incertae_sedis_16	97%	Retroconis	97%	Retroconis_fusiformis|SH234970.06FU	97%
ASV_11329	+	Fungi	100%	Zygomycota	100%	Incertae_sedis_10	100%	Mortierellales	100%	Mortierellaceae	78%	Mortierella	78%	Mortierella_sp_ATT116|SH218048.06FU	39%
ASV_11330	-	Fungi	100%	Zygomycota	99%	Incertae_sedis_10	99%	Mortierellales	99%	Mortierellaceae	98%	Mortierella	98%	Mortierella_sp|SH228359.06FU	84%
ASV_11331	-	Fungi	100%	Ascomycota	100%	Eurotiomycetes	98%	Chaetothyriales	98%	Herpotrichiellaceae	98%	Exophiala	97%	Exophiala_equina|SH230206.06FU	43%
ASV_11332	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Polyporales	100%	Ganodermataceae	100%	Ganodermataceae_unidentified	82%	Ganodermataceae_sp|SH203388.06FU	82%
ASV_11333	+	Fungi	100%	Zygomycota	64%	Incertae_sedis_10	64%	Mortierellales	64%	Mortierellaceae	63%	Mortierella	63%	Mortierella_sp|SH214852.06FU	59%
ASV_11334	-	Fungi	100%	Fungi_unidentified	69%	Fungi_unidentified_1	69%	Fungi_unidentified_1	69%	Fungi_unidentified_1_1	69%	Fungi_unidentified_1_1	69%	Fungi_sp|SH196428.06FU	65%
ASV_11335	-	Fungi	100%	Ascomycota	42%	Incertae_sedis_14	19%	Incertae_sedis_15	19%	Incertae_sedis_16	19%	Pulchromyces	17%	Pulchromyces_fimicola|SH227367.06FU	17%
ASV_11336	-	Fungi	100%	Basidiomycota	79%	Tremellomycetes	73%	Cystofilobasidiales	73%	Cystofilobasidiaceae	73%	Guehomyces	62%	Guehomyces_pullulans|SH215066.06FU	62%
ASV_11337	-	Fungi	100%	Ascomycota	80%	Sordariomycetes	80%	Sordariales	80%	Chaetomiaceae	80%	Trichocladium	80%	Trichocladium_asperum|SH234966.06FU	80%
ASV_11338	-	Fungi	100%	Fungi_unidentified	96%	Fungi_unidentified_1	96%	Fungi_unidentified_1	96%	Fungi_unidentified_1_1	96%	Fungi_unidentified_1_1	96%	Fungi_sp|SH240155.06FU	96%
ASV_11339	-	Fungi	100%	Basidiomycota	88%	Tremellomycetes	79%	Cystofilobasidiales	75%	Cystofilobasidiaceae	75%	Guehomyces	67%	Guehomyces_pullulans|SH215066.06FU	67%
ASV_11340	-	Fungi	100%	Ascomycota	100%	Dothideomycetes	75%	Dothideomycetes_unidentified	75%	Dothideomycetes_unidentified_1	75%	Dothideomycetes_unidentified_1	75%	Dothideomycetes_sp|SH216443.06FU	75%
ASV_11341	-	Fungi	100%	Ascomycota	100%	Sordariomycetes	97%	Hypocreales	95%	Clavicipitaceae	85%	Metacordyceps	46%	Pochonia_chlamydosporia_var_spinulospora|SH211314.06FU	46%
ASV_11342	-	Fungi	100%	Fungi_unidentified	55%	Fungi_unidentified_1	55%	Fungi_unidentified_1	55%	Fungi_unidentified_1_1	55%	Fungi_unidentified_1_1	55%	Fungi_sp|SH217408.06FU	45%
ASV_11343	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Strophariaceae	99%	Agrocybe	99%	Agrocybe_pediades_var_pediades|SH201484.06FU	99%
ASV_11344	+	Fungi	100%	Chytridiomycota	65%	Chytridiomycetes	57%	Rhizophlyctidales	42%	Rhizophlyctidaceae	42%	Rhizophlyctis	42%	Rhizophlyctis_rosea|SH228067.06FU	42%
ASV_11345	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Agaricaceae	100%	Cyathus	100%	Cyathus_stercoreus|SH189899.06FU	100%
ASV_11346	-	Fungi	100%	Basidiomycota	62%	Microbotryomycetes	5%	Sporidiobolales	5%	Incertae_sedis_25	5%	Rhodotorula	5%	Rhodotorula_lamellibrachiae|SH227552.06FU	5%
ASV_11347	-	Fungi	100%	Ascomycota	83%	Sordariomycetes	83%	Sordariales	83%	Chaetomiaceae	83%	Trichocladium	83%	Trichocladium_asperum|SH234966.06FU	83%
ASV_11348	-	Fungi	100%	Ascomycota	98%	Sordariomycetes	96%	Sordariomycetes_unidentified	87%	Sordariomycetes_unidentified_1	87%	Sordariomycetes_unidentified_1	87%	Sordariomycetes_sp|SH233630.06FU	87%
ASV_11349	+	Fungi	100%	Fungi_unidentified	57%	Fungi_unidentified_1	57%	Fungi_unidentified_1	57%	Fungi_unidentified_1_1	57%	Fungi_unidentified_1_1	57%	Fungi_sp|SH217408.06FU	50%
ASV_11350	-	Fungi	100%	Ascomycota	93%	Incertae_sedis_14	80%	Incertae_sedis_15	80%	Incertae_sedis_16	80%	Retroconis	80%	Retroconis_fusiformis|SH234970.06FU	80%
ASV_11351	-	Fungi	100%	Zygomycota	98%	Incertae_sedis_10	98%	Mortierellales	98%	Mortierellaceae	96%	Mortierella	96%	Mortierella_sp|SH228359.06FU	85%
ASV_11352	-	Fungi	100%	Ascomycota	99%	Eurotiomycetes	98%	Onygenales	98%	Onygenales_unidentified	98%	Onygenales_unidentified_1	98%	Onygenales_sp|SH214150.06FU	85%
ASV_11353	-	Fungi	100%	Zygomycota	98%	Incertae_sedis_10	98%	Mortierellales	98%	Mortierellaceae	97%	Mortierella	97%	Mortierella_sp|SH228359.06FU	88%
ASV_11354	+	Fungi	100%	Basidiomycota	88%	Tremellomycetes	80%	Cystofilobasidiales	79%	Cystofilobasidiaceae	79%	Guehomyces	58%	Guehomyces_pullulans|SH215066.06FU	58%
ASV_11355	-	Fungi	100%	Ascomycota	98%	Dothideomycetes	35%	Dothideomycetes_unidentified	35%	Dothideomycetes_unidentified_1	35%	Dothideomycetes_unidentified_1	35%	Dothideomycetes_sp|SH216443.06FU	35%
ASV_11356	+	Fungi	100%	Ascomycota	60%	Dothideomycetes	31%	Pleosporales	30%	Pleosporales_unidentified	20%	Pleosporales_unidentified_1	20%	Pleosporales_sp|SH240081.06FU	15%
ASV_11357	-	Fungi	100%	Ascomycota	19%	Incertae_sedis_14	9%	Incertae_sedis_15	9%	Incertae_sedis_16	9%	Pulchromyces	6%	Pulchromyces_fimicola|SH227367.06FU	6%
ASV_11358	-	Fungi	100%	Zygomycota	98%	Incertae_sedis_10	98%	Mortierellales	98%	Mortierellaceae	98%	Mortierella	98%	Mortierella_sp|SH228359.06FU	86%
ASV_11359	+	Fungi	100%	Zygomycota	56%	Incertae_sedis_10	56%	Mortierellales	56%	Mortierellaceae	56%	Mortierella	56%	Mortierella_sp|SH214852.06FU	46%
ASV_11360	-	Fungi	100%	Ascomycota	81%	Dothideomycetes	64%	Pleosporales	64%	Incertae_sedis_13	64%	Phoma	60%	Phoma_sp_P17E3|SH202157.06FU	28%
ASV_11361	-	Fungi	100%	Ascomycota	81%	Sordariomycetes	81%	Hypocreales	39%	Incertae_sedis_3	35%	Cephalosporium	34%	Cephalosporium_serrae_var_fuscum|SH219664.06FU	34%
ASV_11362	-	Fungi	100%	Fungi_unidentified	90%	Fungi_unidentified_1	90%	Fungi_unidentified_1	90%	Fungi_unidentified_1_1	90%	Fungi_unidentified_1_1	90%	Fungi_sp|SH196467.06FU	55%
ASV_11363	-	Fungi	100%	Ascomycota	95%	Dothideomycetes	68%	Dothideomycetes_unidentified	68%	Dothideomycetes_unidentified_1	68%	Dothideomycetes_unidentified_1	68%	Dothideomycetes_sp|SH216443.06FU	67%
ASV_11364	-	Fungi	100%	Basidiomycota	99%	Tremellomycetes	99%	Filobasidiales	99%	Filobasidiaceae	99%	Cryptococcus	99%	Cryptococcus_sp|SH215221.06FU	99%
ASV_11365	-	Fungi	100%	Ascomycota	34%	Incertae_sedis_14	6%	Incertae_sedis_15	6%	Incertae_sedis_16	6%	Pulchromyces	4%	Pulchromyces_fimicola|SH227367.06FU	4%
ASV_11366	-	Fungi	100%	Ascomycota	98%	Leotiomycetes	81%	Helotiales	81%	Vibrisseaceae	81%	Myxocephala	81%	Myxocephala_albida|SH235575.06FU	81%
ASV_11367	+	Fungi	100%	Ascomycota	98%	Dothideomycetes	43%	Dothideomycetes_unidentified	43%	Dothideomycetes_unidentified_1	43%	Dothideomycetes_unidentified_1	43%	Dothideomycetes_sp|SH216443.06FU	43%
ASV_11368	-	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Pleosporales	100%	Pleosporaceae	100%	Dendryphion	100%	Dendryphion_sp|SH240293.06FU	100%
ASV_11369	-	Fungi	100%	Zygomycota	56%	Incertae_sedis_10	56%	Mortierellales	56%	Mortierellaceae	56%	Mortierella	56%	Mortierella_sp|SH214852.06FU	42%
ASV_11370	-	Fungi	100%	Ascomycota	92%	Dothideomycetes	80%	Pleosporales	80%	Incertae_sedis_13	66%	Phoma	60%	Phoma_bulgarica|SH202165.06FU	18%
ASV_11371	+	Fungi	100%	Basidiomycota	98%	Agaricomycetes	95%	Agaricales	95%	Psathyrellaceae	91%	Psathyrella	84%	Psathyrella_squamosa|SH199707.06FU	34%
ASV_11372	-	Fungi	100%	Ascomycota	86%	Dothideomycetes	74%	Pleosporales	74%	Incertae_sedis_13	59%	Phoma	53%	Phoma_bulgarica|SH202165.06FU	16%
ASV_11373	+	Fungi	100%	Zygomycota	65%	Incertae_sedis_10	65%	Mortierellales	65%	Mortierellaceae	65%	Mortierella	65%	Mortierella_sp|SH214852.06FU	60%
ASV_11374	-	Fungi	100%	Ascomycota	98%	Leotiomycetes	94%	Helotiales	90%	Hyaloscyphaceae	57%	Mycoarthris	50%	Mycoarthris_corallina|SH209236.06FU	43%
ASV_11375	+	Fungi	100%	Ascomycota	89%	Dothideomycetes	70%	Pleosporales	70%	Incertae_sedis_13	61%	Phoma	56%	Phoma_bulgarica|SH202165.06FU	17%
ASV_11376	+	Fungi	100%	Ascomycota	100%	Dothideomycetes	100%	Dothideales	100%	Dothioraceae	100%	Aureobasidium	99%	Aureobasidium_pullulans|SH206631.06FU	53%
