	CS1-Fungus	CS2-Fungus	CS3-Fungus	FS1-Fungus	FS2-Fungus	FS3-Fungus	SC1-Fungus	SC2-Fungus	SC3-Fungus	WS1-Fungus	WS2-Fungus	WS3-Fungus
ASV_427	0	0	0	0	279	80	42	41	288	0	18	0
ASV_428	0	0	0	261	0	486	0	0	0	0	0	0
ASV_429	98	54	78	11	28	83	0	0	21	129	90	138
ASV_430	0	0	0	0	0	0	244	279	201	0	0	0
ASV_431	62	152	189	0	0	0	12	12	203	0	92	0
ASV_432	30	52	88	36	51	53	16	11	56	106	76	146
ASV_433	24	78	43	0	0	75	17	16	369	0	0	96
ASV_434	0	0	27	47	28	191	151	118	81	20	21	34
ASV_435	0	0	0	0	0	0	103	117	498	0	0	0
ASV_436	0	7	0	22	99	0	29	33	22	271	84	150
ASV_437	0	0	0	87	439	190	0	0	0	0	0	0
ASV_438	0	0	13	35	269	128	133	130	0	0	6	0
ASV_439	0	0	0	0	0	0	0	0	62	122	208	321
ASV_440	75	82	123	147	69	0	0	36	0	124	56	0
ASV_441	39	110	162	104	47	21	0	0	65	104	56	0
ASV_442	0	0	0	330	378	0	0	0	0	0	0	0
ASV_443	53	94	121	76	185	66	17	0	95	0	0	0
ASV_444	117	262	319	0	0	0	0	0	0	0	0	0
ASV_445	15	0	0	11	0	0	176	201	295	0	0	0
ASV_446	0	48	22	0	0	0	89	87	3	244	111	92
ASV_447	0	0	0	657	29	9	0	0	0	0	0	0
ASV_448	0	0	0	345	276	67	0	0	0	0	0	0
ASV_449	0	0	0	4	0	0	76	75	89	117	128	199
ASV_450	0	0	0	165	191	0	107	106	0	0	0	118
ASV_451	0	0	0	0	49	43	0	0	41	135	105	311
ASV_452	34	27	152	0	0	0	0	0	0	0	369	98
ASV_453	0	0	0	0	0	0	316	364	0	0	0	0
ASV_454	0	0	0	64	4	0	250	196	156	0	0	0
ASV_455	116	251	117	0	0	49	0	16	0	26	33	59
ASV_456	0	0	116	52	189	0	50	46	61	110	0	41
ASV_457	5	0	0	0	0	0	40	38	69	354	54	101
ASV_458	0	635	22	0	0	0	0	0	0	0	0	0
ASV_459	0	0	0	181	55	85	84	64	183	0	0	0
ASV_460	0	7	34	63	69	129	93	112	134	0	9	0
ASV_461	0	0	4	307	184	154	0	0	0	0	0	0
ASV_462	75	185	218	170	0	0	0	0	0	0	0	0
ASV_463	0	404	0	0	0	0	52	48	96	32	0	15
ASV_464	39	63	49	47	0	0	50	59	19	114	84	118
ASV_465	0	0	0	502	98	35	0	0	0	7	0	0
ASV_466	33	0	0	0	0	17	124	169	101	92	59	46
ASV_467	28	38	80	61	68	66	0	0	18	223	41	14
ASV_468	0	23	0	72	37	0	184	162	129	0	0	24
ASV_469	0	0	0	55	51	523	0	0	0	0	0	0
ASV_470	0	0	0	62	46	51	161	193	88	14	11	0
ASV_471	81	118	425	0	0	0	0	0	0	0	0	0
ASV_472	78	120	130	57	23	18	54	53	51	0	12	28
ASV_473	0	24	26	97	291	144	0	0	8	11	12	11
ASV_474	73	259	288	0	0	0	0	0	0	0	0	0
ASV_475	84	162	344	29	0	0	0	0	0	0	0	0
ASV_476	0	0	0	0	0	0	220	237	161	0	0	0
ASV_477	0	0	0	0	0	0	221	273	123	0	0	0
ASV_478	0	2	11	17	56	34	25	37	213	44	43	133
ASV_479	0	0	0	310	304	0	0	0	0	0	0	0
ASV_480	4	10	32	0	0	0	195	234	16	16	99	4
ASV_481	0	0	0	456	20	132	0	0	0	0	0	0
ASV_482	78	44	67	170	112	0	25	27	47	0	13	24
ASV_483	99	214	166	0	0	0	0	0	0	0	119	0
ASV_484	0	50	0	38	0	204	63	65	77	65	36	0
ASV_485	36	96	80	85	142	83	0	0	75	0	0	0
ASV_486	0	0	0	273	319	0	0	0	0	0	0	0
ASV_487	0	0	0	327	126	92	0	0	43	0	0	0
ASV_488	114	0	315	0	120	38	0	0	0	0	0	0
ASV_489	0	0	0	0	0	0	0	0	0	586	0	0
ASV_490	7	15	22	183	133	61	0	0	0	51	54	59
ASV_491	0	0	31	0	211	51	66	83	125	0	0	11
ASV_492	26	51	62	40	0	134	23	18	64	54	52	53
ASV_493	64	11	496	0	3	0	0	0	0	0	0	0
ASV_494	32	57	25	12	33	19	33	43	31	168	65	54
ASV_495	0	0	0	509	0	0	0	0	0	0	0	63
ASV_496	0	0	0	0	0	0	170	156	243	0	0	0
ASV_497	0	10	21	0	52	111	0	10	102	168	91	0
ASV_498	0	0	18	72	21	0	6	0	0	33	83	332
ASV_499	0	0	0	212	220	133	0	0	0	0	0	0
ASV_500	0	0	0	0	0	0	0	0	167	60	333	0
ASV_501	0	559	0	0	0	0	0	0	0	0	0	0
ASV_502	0	103	0	0	0	0	116	124	216	0	0	0
ASV_503	0	0	0	18	41	12	31	44	63	64	47	239
ASV_504	0	0	0	99	279	174	0	0	0	2	0	0
ASV_505	0	0	0	0	155	393	0	0	0	0	0	0
ASV_506	26	102	82	0	0	11	62	66	65	28	46	59
ASV_507	72	202	271	0	0	0	0	0	0	0	0	0
ASV_508	0	0	0	463	26	54	0	0	0	0	0	0
ASV_509	0	0	0	438	0	0	0	0	66	0	33	4
ASV_510	0	94	57	0	66	64	35	0	77	0	0	144
ASV_511	0	42	0	285	149	60	0	0	0	0	0	0
ASV_512	0	0	0	0	115	417	0	0	0	0	0	0
ASV_513	0	0	0	100	77	174	17	16	47	0	14	85
ASV_514	0	38	0	246	243	0	0	0	0	0	0	0
ASV_515	0	0	0	0	0	0	200	226	100	0	0	0
ASV_516	0	13	16	138	218	61	17	10	31	14	0	6
ASV_517	0	0	13	85	74	271	31	18	14	0	5	11
ASV_518	0	232	0	0	73	0	52	56	77	0	31	0
ASV_519	0	0	44	0	76	0	0	0	6	189	37	169
ASV_520	44	0	459	0	17	0	0	0	0	0	0	0
ASV_521	17	49	147	24	71	13	10	9	26	31	40	83
ASV_522	0	33	11	0	0	42	141	144	94	31	18	6
ASV_523	0	0	12	90	207	160	35	14	0	0	0	0
ASV_524	0	0	0	0	0	0	91	108	123	125	70	0
ASV_525	0	129	209	0	0	0	0	0	0	87	0	91
ASV_526	0	17	18	0	0	0	0	0	0	71	227	183
ASV_527	0	0	0	254	148	114	0	0	0	0	0	0
ASV_528	89	58	314	0	54	0	0	0	0	0	0	0
ASV_529	64	24	0	68	82	40	29	0	0	30	95	82
ASV_530	0	0	17	0	89	42	69	67	108	68	51	0
ASV_531	30	82	123	59	69	13	21	29	29	0	0	54
ASV_532	12	32	37	0	28	50	18	16	32	92	102	83
ASV_533	0	0	0	0	0	0	0	0	0	393	47	60
ASV_534	0	0	0	5	0	0	0	0	0	0	44	450
ASV_535	0	0	0	154	108	233	0	0	0	0	0	0
ASV_536	116	70	119	30	42	0	0	8	49	0	32	27
ASV_537	0	0	0	105	0	0	0	0	0	177	105	104
ASV_538	72	160	205	52	0	0	0	0	0	0	0	0
ASV_539	0	0	49	0	0	67	128	153	0	0	92	0
ASV_540	99	242	147	0	0	0	0	0	0	0	0	0
ASV_541	0	0	0	236	128	123	0	0	0	0	0	0
ASV_542	12	43	8	119	17	0	6	7	0	58	75	141
ASV_543	2	0	8	0	0	0	21	0	38	313	36	68
ASV_544	26	0	33	74	0	49	0	0	219	0	45	36
ASV_545	0	46	160	79	94	0	0	0	6	9	40	48
ASV_546	0	0	0	0	0	0	0	0	137	0	345	0
ASV_547	22	40	0	137	0	0	0	0	113	0	133	36
ASV_548	0	0	0	0	0	0	0	0	0	317	23	141
ASV_549	8	69	13	104	115	128	0	5	16	6	11	5
ASV_550	0	0	0	256	223	0	0	0	0	0	0	0
ASV_551	0	0	0	245	140	91	0	0	0	0	0	0
ASV_552	0	0	0	379	94	0	0	0	0	0	0	0
ASV_553	0	306	5	0	0	0	0	0	0	0	160	0
ASV_554	0	0	0	78	304	89	0	0	0	0	0	0
ASV_555	14	86	65	71	41	23	6	5	24	55	40	40
ASV_556	0	11	14	51	231	122	20	21	0	0	0	0
ASV_557	0	0	0	79	56	0	86	70	177	0	0	0
ASV_558	38	62	72	0	45	0	67	61	71	51	0	0
ASV_559	0	34	0	186	19	34	0	0	23	38	71	62
ASV_560	0	0	0	0	0	0	0	0	0	184	148	134
ASV_561	0	0	0	284	108	71	0	0	0	0	0	0
ASV_562	0	0	0	263	0	178	0	0	0	21	0	0
ASV_563	0	0	0	0	0	0	135	150	149	0	0	23
ASV_564	0	0	7	0	113	0	93	101	140	0	0	0
ASV_565	0	0	0	226	74	154	0	0	0	0	0	0
ASV_566	0	0	0	0	454	0	0	0	0	0	0	0
ASV_567	8	44	129	183	0	0	0	0	4	23	27	34
ASV_568	0	0	68	78	75	231	0	0	0	0	0	0
ASV_569	49	0	54	114	40	0	51	61	80	0	0	0
ASV_570	0	0	9	74	142	76	0	0	107	6	26	9
ASV_571	0	11	0	209	128	58	16	0	26	0	0	0
ASV_572	0	0	0	0	0	0	215	233	0	0	0	0
ASV_573	0	33	0	0	0	0	16	0	0	71	197	126
ASV_574	0	0	0	156	144	141	0	0	0	0	0	0
ASV_575	0	4	0	0	71	14	77	89	183	0	0	0
ASV_576	0	0	0	0	0	0	6	7	16	6	0	403
ASV_577	0	0	436	0	0	0	0	0	0	0	0	0
ASV_578	0	0	8	0	22	10	146	175	74	0	0	0
ASV_579	80	46	307	0	0	0	0	0	0	0	0	0
ASV_580	0	0	3	17	101	312	0	0	0	0	0	0
ASV_581	0	0	0	0	32	58	111	119	113	0	0	0
ASV_582	0	0	0	176	201	55	0	0	0	0	0	0
ASV_583	0	0	0	107	99	134	24	29	38	0	0	0
ASV_584	0	0	0	96	44	41	99	119	13	0	0	17
ASV_585	0	56	26	80	0	0	0	0	0	77	67	122
ASV_586	0	0	0	0	0	0	119	108	201	0	0	0
ASV_587	0	288	0	0	0	0	0	0	0	0	138	0
ASV_588	0	0	32	0	171	116	35	19	0	0	15	35
ASV_589	0	0	0	0	75	0	73	69	206	0	0	0
ASV_590	31	59	69	23	31	32	17	20	13	46	40	39
ASV_591	0	0	0	0	0	0	134	140	142	0	0	0
ASV_592	0	57	0	118	34	33	0	0	0	41	80	52
ASV_593	0	0	0	37	55	38	66	62	42	37	30	45
ASV_594	0	0	0	48	57	37	98	93	78	0	0	0
ASV_595	0	0	15	28	0	35	60	70	10	0	60	132
ASV_596	0	0	0	118	100	192	0	0	0	0	0	0
ASV_597	0	0	0	0	0	0	211	198	0	0	0	0
ASV_598	11	0	47	0	15	8	16	9	24	127	74	77
ASV_599	0	0	0	0	0	0	171	177	58	0	0	0
ASV_600	34	10	88	0	12	12	70	63	42	24	12	37
ASV_601	0	3	0	0	0	0	156	154	91	0	0	0
ASV_602	0	45	0	0	0	7	53	54	43	55	26	118
ASV_603	0	0	0	0	275	126	0	0	0	0	0	0
ASV_604	61	0	30	26	67	49	23	0	115	29	0	0
ASV_605	13	0	0	61	124	137	0	12	48	0	0	0
ASV_606	0	0	14	23	0	0	6	10	0	116	53	172
ASV_607	0	0	0	0	81	313	0	0	0	0	0	0
ASV_608	0	0	0	383	0	9	0	0	0	0	0	0
ASV_609	0	0	0	197	193	0	0	0	0	0	0	0
ASV_610	0	0	0	305	83	0	0	0	0	0	0	0
ASV_611	0	0	0	0	0	0	0	0	0	243	51	94
ASV_612	0	0	0	0	137	79	89	82	0	0	0	0
ASV_613	0	0	0	0	0	0	171	162	52	0	0	0
ASV_614	0	0	0	0	0	0	117	165	102	0	0	0
ASV_615	5	0	30	0	0	0	90	81	22	11	144	0
ASV_616	0	0	7	177	102	50	10	12	17	3	0	5
ASV_617	0	0	140	0	0	0	97	144	0	0	0	0
ASV_618	0	0	0	174	148	46	6	7	0	0	0	0
ASV_619	0	0	0	0	360	0	21	0	0	0	0	0
ASV_620	0	0	0	150	154	74	0	0	0	0	0	0
ASV_621	0	0	0	84	154	132	0	0	8	0	0	0
ASV_622	0	0	0	0	0	0	155	135	87	0	0	0
ASV_623	0	0	0	42	104	52	69	69	40	0	0	0
ASV_624	0	70	93	0	30	72	0	0	0	68	19	23
ASV_625	0	54	45	19	68	0	33	30	126	0	0	0
ASV_626	0	0	19	45	12	65	51	52	62	9	26	33
ASV_627	0	0	0	0	297	0	33	24	19	0	0	0
ASV_628	0	153	10	18	45	47	37	28	23	0	0	10
ASV_629	0	0	0	80	252	39	0	0	0	0	0	0
ASV_630	0	0	0	70	119	126	17	20	19	0	0	0
ASV_631	5	0	0	0	0	0	40	0	324	0	0	0
ASV_632	0	0	0	250	107	12	0	0	0	0	0	0
ASV_633	0	306	0	0	0	0	0	0	35	0	0	27
ASV_634	0	21	0	56	0	0	123	107	60	0	0	0
ASV_635	0	0	19	0	0	0	35	24	0	50	87	152
ASV_636	0	0	0	0	0	0	118	98	151	0	0	0
ASV_637	64	59	48	0	145	50	0	0	0	0	0	0
ASV_638	0	0	0	39	72	17	78	79	81	0	0	0
ASV_639	26	33	82	11	14	19	7	9	23	25	47	68
ASV_640	0	0	0	171	66	70	0	13	44	0	0	0
ASV_641	2	0	10	0	0	0	0	0	15	79	255	0
ASV_642	0	20	15	21	0	0	0	0	20	0	0	284
ASV_643	0	0	0	0	131	223	0	0	0	0	5	0
ASV_644	0	13	14	72	133	55	32	39	0	0	0	0
ASV_645	0	0	20	0	0	251	0	0	38	0	0	47
ASV_646	0	0	0	0	0	0	73	0	283	0	0	0
ASV_647	63	48	61	0	0	0	0	0	26	52	67	38
ASV_648	5	0	0	60	51	34	42	41	33	6	46	36
ASV_649	0	0	0	68	42	65	86	81	0	0	0	11
ASV_650	0	0	0	101	0	33	42	0	0	82	92	0
ASV_651	33	28	40	0	32	0	40	48	62	25	28	13
ASV_652	0	0	0	100	100	149	0	0	0	0	0	0
ASV_653	0	0	16	23	0	82	73	70	82	0	0	0
ASV_654	0	0	0	32	19	22	54	45	165	0	0	9
ASV_655	7	50	22	38	27	0	59	61	64	0	17	0
ASV_656	0	0	0	0	133	211	0	0	0	0	0	0
ASV_657	0	0	0	0	0	0	126	172	46	0	0	0
ASV_658	0	0	0	0	0	0	17	24	72	160	71	0
ASV_659	0	0	0	0	0	0	0	0	0	274	37	29
ASV_660	0	0	0	0	0	0	106	90	143	0	0	0
ASV_661	0	89	0	0	82	164	0	0	0	0	0	0
ASV_662	0	0	0	0	0	113	62	77	66	0	0	16
ASV_663	3	0	0	289	0	0	6	15	19	0	0	0
ASV_664	0	0	0	0	51	29	82	74	96	0	0	0
ASV_665	33	27	46	130	0	0	0	0	0	6	14	75
ASV_666	4	23	0	230	0	20	0	5	0	0	23	25
ASV_667	0	0	0	0	0	11	0	0	318	0	0	0
ASV_668	0	36	24	0	24	0	85	70	44	0	0	45
ASV_669	0	0	0	301	26	0	0	0	0	0	0	0
ASV_670	0	0	0	194	133	0	0	0	0	0	0	0
ASV_671	0	0	0	0	0	0	143	0	182	0	0	0
ASV_672	39	36	48	0	0	43	0	0	18	35	48	57
ASV_673	0	0	0	0	0	0	78	98	146	0	0	0
ASV_674	0	0	0	51	177	93	0	0	0	0	0	0
ASV_675	0	0	0	36	74	23	40	22	113	5	8	0
ASV_676	0	0	0	0	95	14	38	52	121	0	0	0
ASV_677	0	0	0	124	77	117	0	0	0	0	0	0
ASV_678	27	197	83	0	0	0	0	0	0	10	0	0
ASV_679	6	16	29	59	0	0	4	0	0	31	53	119
ASV_680	0	0	0	0	0	0	173	144	0	0	0	0
ASV_681	0	142	5	76	38	12	11	6	10	0	0	16
ASV_682	0	0	0	316	0	0	0	0	0	0	0	0
ASV_683	0	0	0	0	96	207	0	7	0	0	6	0
ASV_684	0	9	9	0	0	86	20	25	74	0	36	55
ASV_685	0	0	0	118	63	0	55	48	25	0	5	0
ASV_686	0	0	0	0	0	0	0	0	0	119	37	158
ASV_687	0	0	0	0	92	94	58	68	0	0	0	0
ASV_688	0	0	0	0	0	0	83	56	53	0	0	120
ASV_689	0	36	0	50	0	19	15	24	13	17	49	85
ASV_690	0	22	4	0	22	10	65	69	84	14	0	18
ASV_691	0	0	0	34	139	135	0	0	0	0	0	0
ASV_692	0	0	10	0	0	0	0	7	61	22	46	161
ASV_693	0	12	20	0	0	18	108	89	58	0	0	0
ASV_694	0	25	0	0	0	0	0	0	0	22	29	228
ASV_695	0	23	0	0	0	0	140	141	0	0	0	0
ASV_696	0	0	0	5	299	0	0	0	0	0	0	0
ASV_697	17	0	0	0	0	0	9	20	253	4	0	0
ASV_698	0	0	0	265	38	0	0	0	0	0	0	0
ASV_699	0	0	0	0	0	0	85	107	108	0	0	0
ASV_700	0	0	0	264	34	0	0	0	0	0	0	0
ASV_701	0	0	0	148	150	0	0	0	0	0	0	0
ASV_702	0	0	0	0	0	0	0	0	298	0	0	0
ASV_703	0	0	0	93	0	50	82	72	0	0	0	0
ASV_704	0	0	0	227	69	0	0	0	0	0	0	0
ASV_705	0	0	0	0	0	0	61	73	162	0	0	0
ASV_706	0	0	49	145	47	0	0	0	0	54	0	0
ASV_707	0	0	0	59	0	27	0	0	74	68	0	67
ASV_708	0	0	0	0	89	0	47	39	120	0	0	0
ASV_709	0	0	0	45	0	147	45	57	0	0	0	0
ASV_710	0	0	0	0	0	0	0	0	0	0	163	131
ASV_711	22	69	58	0	25	0	16	0	57	32	0	14
ASV_712	8	0	5	25	40	0	58	69	39	24	10	13
ASV_713	0	0	0	84	151	56	0	0	0	0	0	0
ASV_714	0	0	0	175	44	47	0	0	0	0	0	24
ASV_715	0	0	0	97	0	0	0	0	192	0	0	0
ASV_716	288	0	0	0	0	0	0	0	0	0	0	0
ASV_717	0	0	0	238	26	14	0	0	0	9	0	0
ASV_718	0	0	91	95	61	39	0	0	0	0	0	0
ASV_719	0	0	0	35	201	36	14	0	0	0	0	0
ASV_720	9	89	66	5	0	0	9	13	15	25	19	35
ASV_721	0	0	18	0	0	0	0	0	0	74	162	31
ASV_722	0	0	0	154	99	31	0	0	0	0	0	0
ASV_723	0	0	0	64	131	89	0	0	0	0	0	0
ASV_724	0	0	0	92	48	0	0	0	0	47	0	96
ASV_725	0	28	0	57	0	99	0	0	34	38	0	24
ASV_726	0	0	0	0	0	0	100	110	57	13	0	0
ASV_727	6	16	0	155	39	4	0	0	11	0	5	43
ASV_728	0	0	6	159	0	114	0	0	0	0	0	0
ASV_729	8	0	0	56	0	78	47	59	0	30	0	0
ASV_730	0	107	140	0	0	0	0	0	0	31	0	0
ASV_731	0	27	40	0	0	0	16	13	20	28	40	94
ASV_732	0	0	17	0	0	0	0	0	27	0	13	219
ASV_733	10	39	22	16	66	32	9	0	81	0	0	0
ASV_734	0	0	0	0	0	26	83	76	90	0	0	0
ASV_735	0	0	0	16	76	182	0	0	0	0	0	0
ASV_736	0	0	0	0	254	20	0	0	0	0	0	0
ASV_737	0	0	0	0	0	0	86	79	107	0	0	0
ASV_738	0	27	30	142	0	0	0	0	34	38	0	0
ASV_739	0	0	0	128	69	72	0	0	0	0	0	0
ASV_740	0	0	0	91	130	0	0	0	0	47	0	0
ASV_741	0	0	0	0	0	0	0	0	0	268	0	0
ASV_742	0	0	0	0	0	0	61	68	138	0	0	0
ASV_743	0	0	0	25	0	0	68	0	119	53	0	0
ASV_744	264	0	0	0	0	0	0	0	0	0	0	0
ASV_745	0	0	0	0	0	0	99	111	54	0	0	0
ASV_746	0	0	57	60	0	130	0	0	0	0	16	0
ASV_747	0	0	0	151	64	48	0	0	0	0	0	0
ASV_748	0	24	13	40	59	0	0	0	0	0	118	8
ASV_749	0	0	0	54	137	71	0	0	0	0	0	0
ASV_750	0	0	0	130	51	80	0	0	0	0	0	0
ASV_751	0	0	0	0	53	100	33	42	17	0	10	5
ASV_752	7	33	103	0	16	33	21	13	0	0	0	33
ASV_753	0	0	0	0	0	0	0	0	0	225	34	0
ASV_754	0	0	0	0	0	0	96	85	77	0	0	0
ASV_755	26	64	0	28	27	67	21	17	0	0	0	6
ASV_756	0	36	53	0	0	0	64	59	43	0	0	0
ASV_757	0	0	0	108	116	25	0	6	0	0	0	0
ASV_758	64	78	111	0	0	0	0	0	0	0	0	0
ASV_759	20	44	16	0	5	0	45	46	77	0	0	0
ASV_760	9	35	33	66	42	24	0	0	0	7	13	24
ASV_761	0	0	0	0	0	0	105	146	0	0	0	0
ASV_762	0	0	0	0	0	0	82	86	83	0	0	0
ASV_763	0	0	0	0	0	0	50	60	140	0	0	0
ASV_764	0	0	0	0	0	0	12	0	238	0	0	0
ASV_765	25	0	19	55	58	42	0	22	28	0	0	0
ASV_766	0	0	0	0	0	0	0	0	0	75	0	172
ASV_767	9	12	0	0	0	0	37	28	7	32	0	121
ASV_768	0	0	0	0	0	0	131	115	0	0	0	0
ASV_769	115	0	0	65	0	0	13	26	26	0	0	0
ASV_770	15	0	0	78	0	0	0	0	71	16	64	0
ASV_771	0	0	57	0	106	0	0	0	0	0	81	0
ASV_772	12	0	35	11	0	16	0	0	0	0	0	169
ASV_773	0	20	43	61	34	7	10	0	0	40	28	0
ASV_774	0	0	0	242	0	0	0	0	0	0	0	0
ASV_775	0	0	0	0	0	0	0	0	0	76	66	100
ASV_776	0	0	0	44	87	35	23	32	10	3	0	6
ASV_777	187	0	52	0	0	0	0	0	0	0	0	0
ASV_778	0	20	0	47	67	0	8	8	40	9	40	0
ASV_779	0	0	0	100	0	139	0	0	0	0	0	0
ASV_780	0	0	0	0	0	0	0	0	239	0	0	0
ASV_781	0	62	48	0	0	0	43	39	46	0	0	0
ASV_782	0	46	15	0	0	17	0	0	39	32	17	72
ASV_783	0	53	67	0	29	20	0	0	0	33	10	25
ASV_784	0	0	4	22	5	0	5	0	134	21	0	46
ASV_785	0	0	0	18	0	217	0	0	0	0	0	0
ASV_786	0	0	0	120	0	99	0	15	0	0	0	0
ASV_787	24	11	55	0	23	20	6	10	6	31	9	38
ASV_788	6	0	0	4	19	0	0	0	0	29	34	141
ASV_789	0	0	0	0	0	0	0	0	233	0	0	0
ASV_790	66	60	105	0	0	0	0	0	0	0	0	0
ASV_791	0	0	39	0	12	0	83	82	15	0	0	0
ASV_792	0	0	0	231	0	0	0	0	0	0	0	0
ASV_793	24	98	23	85	0	0	0	0	0	0	0	0
ASV_794	0	24	0	0	0	0	21	22	45	50	32	36
ASV_795	0	0	0	0	0	0	0	229	0	0	0	0
ASV_796	0	57	0	0	81	0	43	43	4	0	0	0
ASV_797	0	0	0	202	26	0	0	0	0	0	0	0
ASV_798	0	0	0	0	0	8	70	70	80	0	0	0
ASV_799	0	0	0	0	0	0	84	95	48	0	0	0
ASV_800	4	0	0	58	21	0	36	39	68	0	0	0
ASV_801	0	14	0	0	0	0	44	47	18	30	30	42
ASV_802	0	29	88	0	26	0	0	0	14	0	23	44
ASV_803	0	10	0	0	0	0	103	110	0	0	0	0
ASV_804	61	161	0	0	0	0	0	0	0	0	0	0
ASV_805	0	0	0	222	0	0	0	0	0	0	0	0
ASV_806	0	15	0	13	0	0	31	44	105	0	11	0
ASV_807	0	0	0	163	0	0	0	0	0	0	56	0
ASV_808	0	0	0	0	0	0	66	66	87	0	0	0
ASV_809	9	48	0	32	34	76	0	0	0	0	19	0
ASV_810	0	0	0	0	135	83	0	0	0	0	0	0
ASV_811	0	0	0	0	0	0	0	0	218	0	0	0
ASV_812	4	0	0	0	0	0	0	0	0	47	4	162
ASV_813	0	25	26	0	0	48	26	20	72	0	0	0
ASV_814	0	7	9	9	60	72	16	18	17	0	0	9
ASV_815	0	6	163	0	0	0	25	22	0	0	0	0
ASV_816	0	78	46	25	25	0	0	0	0	17	24	0
ASV_817	18	61	0	74	0	42	0	0	0	0	19	0
ASV_818	33	31	86	0	0	0	0	0	0	33	30	0
ASV_819	6	55	51	0	0	0	0	0	12	13	19	57
ASV_820	0	9	7	0	67	0	0	0	130	0	0	0
ASV_821	0	0	212	0	0	0	0	0	0	0	0	0
ASV_822	0	0	0	15	28	0	42	56	71	0	0	0
ASV_823	0	0	0	0	143	48	7	13	0	0	0	0
ASV_824	0	0	0	0	0	0	0	0	0	6	205	0
ASV_825	6	0	0	0	0	0	50	59	95	0	0	0
ASV_826	6	14	11	40	0	0	32	22	85	0	0	0
ASV_827	0	0	0	0	0	0	94	91	25	0	0	0
ASV_828	0	0	0	36	61	75	15	12	10	0	0	0
ASV_829	0	0	0	0	0	209	0	0	0	0	0	0
ASV_830	0	0	0	0	0	0	12	0	197	0	0	0
ASV_831	0	0	0	61	106	41	0	0	0	0	0	0
ASV_832	0	0	0	8	109	86	0	0	5	0	0	0
ASV_833	0	0	0	0	21	157	0	0	0	0	30	0
ASV_834	0	0	0	0	0	0	0	0	0	35	41	132
ASV_835	17	15	30	31	4	38	0	0	0	21	10	41
ASV_836	0	0	64	0	0	61	0	0	82	0	0	0
ASV_837	0	0	0	87	41	79	0	0	0	0	0	0
ASV_838	0	0	0	104	15	87	0	0	0	0	0	0
ASV_839	0	0	0	72	134	0	0	0	0	0	0	0
ASV_840	0	23	0	0	0	38	0	49	95	0	0	0
ASV_841	0	0	4	20	0	0	8	4	0	46	38	85
ASV_842	0	0	0	205	0	0	0	0	0	0	0	0
ASV_843	0	0	0	195	0	0	0	0	0	8	0	0
ASV_844	26	0	6	0	17	15	0	5	0	16	32	85
ASV_845	0	31	0	171	0	0	0	0	0	0	0	0
ASV_846	0	0	0	144	58	0	0	0	0	0	0	0
ASV_847	0	0	0	125	76	0	0	0	0	0	0	0
ASV_848	0	0	0	0	0	0	201	0	0	0	0	0
ASV_849	0	0	0	0	0	0	71	104	26	0	0	0
ASV_850	0	0	0	0	0	0	0	0	0	17	178	6
ASV_851	18	34	77	0	0	0	0	0	10	33	23	5
ASV_852	16	29	47	27	11	0	27	16	7	0	0	20
ASV_853	0	0	0	193	7	0	0	0	0	0	0	0
ASV_854	0	0	0	28	110	62	0	0	0	0	0	0
ASV_855	0	0	0	0	0	0	0	0	0	0	0	200
ASV_856	25	34	44	0	29	0	0	0	0	15	16	36
ASV_857	17	43	19	24	0	0	0	0	4	16	21	55
ASV_858	15	21	57	17	0	0	14	14	14	0	22	25
ASV_859	0	79	119	0	0	0	0	0	0	0	0	0
ASV_860	0	0	0	74	0	124	0	0	0	0	0	0
ASV_861	0	0	0	19	102	76	0	0	0	0	0	0
ASV_862	17	113	37	0	0	0	0	0	0	0	29	0
ASV_863	11	21	20	6	40	16	0	0	0	0	82	0
ASV_864	0	54	41	30	0	0	0	0	40	0	2	29
ASV_865	0	19	0	16	95	9	0	0	0	20	9	28
ASV_866	0	0	10	23	63	81	0	0	15	0	0	4
ASV_867	0	0	0	127	20	0	13	0	0	0	36	0
ASV_868	0	0	0	0	0	21	0	0	0	169	6	0
ASV_869	0	0	0	0	0	0	101	95	0	0	0	0
ASV_870	0	0	19	115	61	0	0	0	0	0	0	0
ASV_871	0	4	0	0	0	0	8	4	14	8	51	105
ASV_872	0	0	0	68	126	0	0	0	0	0	0	0
ASV_873	0	0	0	0	0	0	0	0	0	194	0	0
ASV_874	0	47	17	59	18	33	5	4	0	0	0	10
ASV_875	0	0	0	0	0	0	91	102	0	0	0	0
ASV_876	0	51	0	40	101	0	0	0	0	0	0	0
ASV_877	0	0	0	48	108	36	0	0	0	0	0	0
ASV_878	0	0	0	0	0	0	75	67	50	0	0	0
ASV_879	9	0	15	0	0	9	40	42	17	8	27	24
ASV_880	0	0	0	79	30	0	0	0	0	0	27	55
ASV_881	0	0	0	0	0	72	0	0	0	1	4	114
ASV_882	0	0	10	0	67	0	0	0	0	64	23	26
ASV_883	0	0	0	127	63	0	0	0	0	0	0	0
ASV_884	0	0	0	73	0	117	0	0	0	0	0	0
ASV_885	0	0	0	0	0	86	28	28	33	0	5	10
ASV_886	0	0	0	0	0	0	80	110	0	0	0	0
ASV_887	0	0	0	0	0	0	0	0	0	138	34	17
ASV_888	28	28	44	0	0	0	11	10	0	24	29	14
ASV_889	23	40	37	0	28	0	8	0	0	18	15	19
